Kundennummer,ABC_Klasse,Kennzeichen_Neukunde
150043,C,Ja
150044,-,Ja
150045,C,Nein
150046,-,Ja
150047,C,Ja
150048,-,Ja
150049,-,Ja
150050,C,Nein
150051,-,Ja
150052,A,Nein
150053,B,Nein
150054,A,Nein
150055,A,Nein
150056,-,Ja
150057,C,Nein
150058,-,Ja
150059,-,Ja
150060,B,Nein
150061,C,Ja
150062,C,Nein
150063,-,Ja
150064,-,Ja
150065,-,Ja
150066,C,Ja
150067,-,Ja
150068,-,Ja
150069,-,Ja
150070,-,Ja
150071,-,Ja
150072,-,Ja
150073,-,Ja
150074,-,Ja
150075,C,Ja
150076,C,Ja
150077,-,Ja
150078,-,Ja
150079,C,Ja
150080,-,Ja
150081,-,Ja
150082,C,Ja
150083,C,Ja
150084,C,Nein
150085,-,Ja
150086,-,Ja
150087,B,Nein
150088,-,Ja
150089,C,Ja
150090,-,Ja
150091,-,Ja
150092,C,Ja
150093,-,Ja
150094,-,Ja
150095,B,Nein
150096,C,Ja
150097,-,Ja
150098,-,Ja
150099,-,Ja
150100,B,Nein
150101,C,Ja
150102,-,Ja
150103,-,Ja
150104,A,Nein
150105,B,Nein
150106,-,Ja
150107,-,Ja
150108,-,Ja
150109,-,Ja
150110,-,Ja
150111,-,Ja
150112,-,Ja
150113,-,Ja
150114,-,Ja
150115,-,Ja
150116,C,Nein
150117,-,Ja
150118,-,Ja
150119,-,Ja
150120,A,Nein
150121,-,Ja
150122,C,Nein
150123,C,Ja
150124,C,Nein
150125,-,Ja
150126,-,Ja
150127,-,Ja
150128,-,Ja
150129,-,Ja
150130,C,Nein
150131,B,Nein
150132,-,Ja
150133,-,Ja
150134,-,Ja
150135,C,Ja
150136,C,Nein
150137,-,Ja
150138,B,Nein
150139,B,Nein
150140,C,Nein
150141,-,Nein
150142,-,Ja
150143,C,Nein
150144,-,Ja
150145,C,Nein
150146,-,Ja
150147,C,Ja
150148,A,Nein
150149,C,Ja
150150,-,Ja
150151,C,Ja
150152,-,Ja
150153,C,Ja
150154,-,Ja
150155,-,Ja
150156,-,Ja
150157,-,Ja
150158,-,Ja
150159,-,Ja
150160,B,Nein
150161,-,Ja
150162,C,Ja
150163,-,Ja
150164,B,Nein
150165,-,Ja
150166,C,Nein
150167,-,Ja
150168,-,Ja
150169,-,Ja
150170,-,Ja
150171,-,Ja
150172,-,Ja
150173,-,Ja
150174,-,Ja
150175,-,Ja
150176,-,Ja
150177,-,Ja
150178,C,Ja
150179,C,Nein
150180,-,Ja
150181,B,Nein
150182,C,Ja
150183,B,Nein
150184,-,Ja
150185,-,Ja
150186,-,Ja
150187,-,Ja
150188,-,Ja
150189,C,Nein
150190,-,Ja
150191,-,Ja
150192,B,Nein
150193,C,Nein
150194,-,Ja
150195,C,Nein
150196,-,Ja
150197,-,Ja
150198,-,Ja
150199,-,Ja
150200,-,Ja
150201,-,Ja
150202,-,Ja
150203,-,Ja
150204,-,Ja
150205,C,Ja
150206,-,Nein
150207,-,Ja
150208,-,Ja
150209,-,Ja
150210,-,Ja
150211,B,Nein
150212,-,Ja
150213,A,Nein
150214,-,Ja
150215,-,Ja
150216,-,Ja
150217,-,Ja
150218,B,Nein
150219,B,Nein
150220,-,Ja
150221,C,Ja
150222,C,Nein
150223,-,Ja
150224,-,Ja
150225,-,Ja
150226,-,Ja
150227,-,Ja
150228,-,Ja
150229,C,Nein
150230,C,Ja
150231,C,Nein
150232,-,Ja
150233,-,Ja
150234,-,Ja
150235,-,Ja
150236,C,Nein
150237,-,Ja
150238,C,Nein
150239,C,Nein
150240,-,Ja
150241,C,Ja
150242,-,Ja
150243,C,Ja
150244,C,Ja
150245,C,Ja
150246,-,Ja
150247,-,Ja
150248,-,Ja
150249,B,Nein
150250,C,Ja
150251,C,Nein
150252,A,Nein
150253,-,Ja
150254,-,Ja
150255,-,Ja
150256,C,Nein
150257,A,Nein
150258,-,Ja
150259,-,Ja
150260,B,Nein
150261,C,Nein
150262,-,Ja
150263,B,Nein
150264,-,Ja
150265,-,Ja
150266,-,Ja
150267,C,Nein
150268,-,Ja
150269,-,Ja
150270,-,Ja
150271,-,Ja
150272,B,Nein
150273,-,Ja
150274,C,Ja
150275,-,Ja
150276,-,Ja
150277,-,Ja
150278,-,Ja
150279,-,Ja
150280,B,Nein
150281,-,Ja
150282,-,Ja
150283,C,Ja
150284,-,Ja
150285,-,Ja
150286,-,Ja
150287,-,Ja
150288,-,Ja
150289,-,Ja
150290,-,Ja
150291,-,Ja
150292,C,Ja
150293,-,Ja
150294,C,Nein
150295,-,Ja
150296,C,Ja
150297,-,Ja
150298,B,Nein
150299,-,Ja
150300,C,Ja
150301,B,Nein
150302,-,Ja
150303,-,Ja
150304,-,Ja
150305,-,Ja
150306,-,Ja
150307,C,Ja
150308,-,Ja
150309,-,Ja
150310,B,Nein
150311,-,Ja
150312,C,Ja
150313,C,Ja
150314,A,Nein
150315,C,Ja
150316,-,Ja
150317,B,Nein
150318,C,Nein
150319,C,Nein
150320,C,Ja
150321,-,Ja
150322,-,Ja
150323,C,Ja
150324,-,Ja
150325,-,Ja
150326,-,Ja
150327,C,Ja
150328,-,Ja
150329,C,Ja
150330,C,Nein
150331,-,Ja
150332,B,Nein
150333,C,Nein
150334,C,Nein
150335,-,Ja
150336,A,Nein
150337,C,Nein
150338,-,Ja
150339,B,Nein
150340,C,Nein
150341,-,Ja
150342,-,Ja
150343,-,Ja
150344,-,Ja
150345,C,Nein
150346,-,Ja
150347,-,Ja
150348,B,Nein
150349,C,Nein
150350,-,Ja
150351,-,Ja
150352,-,Ja
150353,B,Nein
150354,-,Ja
150355,-,Nein
150356,-,Ja
150357,B,Nein
150358,-,Ja
150359,-,Ja
150360,-,Ja
150361,-,Ja
150362,-,Ja
150363,-,Ja
150364,-,Ja
150365,C,Ja
150366,-,Ja
150367,B,Nein
150368,C,Ja
150369,-,Ja
150370,-,Ja
150371,-,Ja
150372,-,Ja
150373,-,Ja
150374,-,Ja
150375,C,Ja
150376,-,Ja
150377,C,Nein
150378,-,Ja
150379,C,Ja
150380,-,Ja
150381,B,Nein
150382,-,Ja
150383,-,Ja
150384,-,Ja
150385,C,Ja
150386,-,Ja
150387,-,Ja
150388,-,Ja
150389,-,Ja
150390,B,Nein
150391,-,Ja
150392,A,Nein
150393,-,Ja
150394,-,Ja
150395,C,Ja
150396,-,Ja
150397,-,Ja
150398,C,Ja
150399,-,Ja
150400,C,Ja
150401,C,Nein
150402,C,Nein
150403,-,Ja
150404,C,Ja
150405,-,Ja
150406,B,Nein
150407,-,Ja
150408,C,Nein
150409,-,Ja
150410,-,Ja
150411,-,Ja
150412,-,Ja
150413,-,Ja
150414,-,Ja
150415,C,Nein
150416,C,Ja
150417,C,Ja
150418,-,Ja
150419,C,Nein
150420,C,Ja
150421,C,Nein
150422,C,Nein
150423,C,Nein
150424,-,Ja
150425,-,Ja
150426,B,Nein
150427,-,Ja
150428,B,Nein
150429,-,Ja
150430,-,Ja
150431,-,Ja
150432,-,Ja
150433,-,Ja
150434,-,Ja
150435,-,Ja
150436,C,Ja
150437,C,Ja
150438,-,Ja
150439,-,Ja
150440,-,Ja
150441,-,Ja
150442,-,Ja
150443,B,Nein
150444,C,Ja
150445,C,Ja
150446,-,Ja
150447,B,Nein
150448,C,Nein
150449,-,Ja
150450,-,Ja
150451,C,Nein
150452,C,Ja
150453,-,Ja
150454,-,Ja
150455,-,Ja
150456,-,Ja
150457,-,Ja
150458,-,Ja
150459,C,Ja
150460,-,Ja
150461,-,Ja
150462,-,Ja
150463,-,Ja
150464,C,Ja
150465,-,Ja
150466,C,Nein
150467,C,Ja
150468,C,Ja
150469,-,Ja
150470,-,Ja
150471,-,Ja
150472,-,Ja
150473,C,Ja
150474,-,Ja
150475,-,Ja
150476,-,Ja
150477,-,Ja
150478,C,Ja
150479,-,Ja
150480,C,Ja
150481,B,Nein
150482,C,Ja
150483,-,Ja
150484,C,Nein
150485,-,Ja
150486,-,Ja
150487,-,Ja
150488,-,Ja
150489,-,Ja
150490,-,Ja
150491,-,Ja
150492,-,Ja
150493,-,Ja
150494,C,Ja
150495,-,Ja
150496,B,Nein
150497,-,Ja
150498,C,Nein
150499,-,Ja
150500,-,Ja
150501,-,Ja
150502,C,Ja
150503,-,Ja
150504,-,Ja
150505,C,Ja
150506,-,Ja
150507,-,Ja
150508,-,Ja
150509,C,Nein
150510,-,Ja
150511,C,Ja
150512,C,Nein
150513,-,Ja
150514,C,Nein
150515,-,Ja
150516,B,Nein
150517,C,Ja
150518,-,Ja
150519,C,Ja
150520,C,Nein
150521,C,Nein
150522,-,Ja
150523,-,Ja
150524,C,Ja
150525,-,Ja
150526,-,Ja
150527,-,Ja
150528,-,Ja
150529,-,Ja
150530,-,Ja
150531,-,Ja
150532,-,Ja
150533,-,Ja
150534,-,Ja
150535,A,Nein
150536,-,Ja
150537,-,Ja
150538,-,Ja
150539,-,Ja
150540,-,Ja
150541,-,Ja
150542,-,Ja
150543,C,Ja
150544,-,Ja
150545,-,Ja
150546,-,Ja
150547,-,Ja
150548,-,Ja
150549,-,Ja
150550,-,Ja
150551,-,Ja
150552,-,Ja
150553,-,Ja
150554,-,Ja
150555,-,Ja
150556,-,Ja
150557,-,Ja
150558,-,Ja
150559,-,Ja
150560,-,Ja
150561,-,Ja
150562,-,Ja
150563,-,Ja
150564,-,Ja
150565,-,Ja
150566,-,Ja
150567,C,Ja
150568,-,Ja
150569,-,Ja
150570,-,Ja
150571,-,Ja
150572,-,Ja
150573,-,Ja
150574,-,Ja
150575,-,Ja
150576,C,Nein
150577,-,Ja
150578,-,Ja
150579,-,Ja
150580,-,Ja
150581,-,Ja
150582,-,Ja
150583,-,Ja
150584,-,Ja
150585,-,Ja
150586,-,Ja
150587,-,Ja
150588,-,Ja
150589,C,Ja
150590,-,Ja
150591,C,Ja
150592,-,Ja
150593,C,Nein
150594,-,Ja
150595,C,Ja
150596,-,Ja
150597,-,Ja
150598,-,Ja
150599,-,Ja
150600,C,Ja
150601,B,Nein
150602,C,Nein
150603,C,Ja
150604,-,Ja
150605,C,Nein
150606,-,Ja
150607,-,Ja
150608,-,Ja
150609,-,Ja
150610,-,Ja
150611,C,Nein
150612,C,Nein
150613,A,Nein
150614,C,Nein
150615,-,Ja
150616,C,Nein
150617,B,Nein
150618,-,Ja
150619,-,Ja
150620,-,Ja
150621,-,Ja
150622,-,Ja
150623,C,Ja
150624,C,Nein
150625,C,Ja
150626,-,Ja
150627,-,Ja
150628,B,Nein
150629,C,Ja
150630,-,Ja
150631,C,Ja
150632,C,Nein
150633,C,Ja
150634,C,Ja
150635,C,Ja
150636,-,Ja
150637,-,Ja
150638,-,Ja
150639,-,Ja
150640,-,Ja
150641,-,Ja
150642,-,Ja
150643,-,Ja
150644,-,Ja
150645,B,Nein
150646,-,Ja
150647,C,Ja
150648,C,Nein
150649,-,Ja
150650,-,Ja
150651,B,Nein
150652,-,Ja
150653,B,Nein
150654,-,Ja
150655,C,Nein
150656,-,Nein
150657,-,Ja
150658,C,Ja
150659,-,Ja
150660,-,Ja
150661,-,Ja
150662,C,Ja
150663,-,Ja
150664,-,Ja
150665,C,Nein
150666,-,Ja
150667,C,Nein
150668,C,Ja
150669,-,Ja
150670,-,Ja
150671,-,Ja
150672,-,Ja
150673,-,Ja
150674,C,Nein
150675,-,Ja
150676,-,Ja
150677,-,Ja
150678,-,Ja
150679,-,Ja
150680,-,Ja
150681,C,Nein
150682,C,Ja
150683,-,Ja
150684,-,Ja
150685,-,Ja
150686,B,Nein
150687,-,Ja
150688,C,Nein
150689,-,Ja
150690,C,Nein
150691,C,Nein
150692,-,Ja
150693,C,Nein
150694,-,Ja
150695,-,Ja
150696,-,Ja
150697,-,Ja
150698,C,Ja
150699,-,Ja
150700,-,Ja
150701,C,Ja
150702,C,Nein
150703,-,Ja
150704,C,Nein
150705,-,Ja
150706,C,Nein
150707,-,Ja
150708,-,Ja
150709,-,Ja
150710,C,Ja
150711,-,Ja
150712,-,Ja
150713,-,Ja
150714,-,Ja
150715,-,Ja
150716,C,Ja
150717,-,Ja
150718,-,Ja
150719,-,Ja
150720,-,Ja
150721,-,Ja
150722,C,Nein
150723,-,Ja
150724,-,Ja
150725,-,Ja
150726,-,Ja
150727,B,Nein
150728,B,Nein
150729,-,Ja
150730,-,Ja
150731,C,Ja
150732,A,Nein
150733,-,Ja
150734,-,Ja
150735,-,Ja
150736,-,Ja
150737,-,Ja
150738,B,Nein
150739,-,Ja
150740,-,Ja
150741,-,Ja
150742,-,Ja
150743,-,Ja
150744,-,Ja
150745,C,Ja
150746,C,Ja
150747,-,Ja
150748,-,Ja
150749,B,Nein
150750,B,Nein
150751,-,Ja
150752,-,Ja
150753,C,Ja
150754,C,Nein
150755,-,Ja
150756,C,Nein
150757,-,Ja
150758,-,Ja
150759,-,Ja
150760,B,Nein
150761,-,Ja
150762,-,Ja
150763,-,Ja
150764,-,Ja
150765,C,Nein
150766,-,Ja
150767,C,Ja
150768,-,Ja
150769,-,Ja
150770,-,Ja
150771,-,Ja
150772,-,Ja
150773,-,Ja
150774,B,Nein
150775,-,Ja
150776,-,Ja
150777,C,Ja
150778,-,Ja
150779,C,Ja
150780,C,Ja
150781,-,Ja
150782,-,Ja
150783,B,Nein
150784,-,Ja
150785,C,Ja
150786,C,Nein
150787,C,Ja
150788,-,Ja
150789,C,Ja
150790,C,Nein
150791,B,Nein
150792,-,Ja
150793,-,Ja
150794,-,Ja
150795,C,Ja
150796,-,Ja
150797,-,Ja
150798,-,Ja
150799,C,Nein
150800,-,Ja
150801,C,Ja
150802,B,Nein
150803,-,Ja
150804,C,Nein
150805,C,Ja
150806,-,Ja
150807,-,Ja
150808,C,Ja
150809,-,Ja
150810,-,Ja
150811,-,Ja
150812,-,Ja
150813,-,Ja
150814,B,Nein
150815,-,Ja
150816,C,Ja
150817,-,Ja
150818,-,Ja
150819,-,Ja
150820,-,Ja
150821,-,Ja
150822,-,Ja
150823,C,Ja
150824,-,Ja
150825,-,Ja
150826,-,Ja
150827,-,Ja
150828,-,Ja
150829,-,Ja
150830,C,Ja
150831,-,Ja
150832,-,Ja
150833,-,Ja
150834,-,Ja
150835,-,Ja
150836,-,Ja
150837,-,Ja
150838,C,Ja
150839,-,Ja
150840,-,Ja
150841,-,Ja
150842,B,Nein
150843,-,Ja
150844,-,Ja
150845,-,Ja
150846,-,Ja
150847,C,Ja
150848,-,Ja
150849,-,Ja
150850,B,Nein
150851,-,Ja
150852,C,Nein
150853,C,Ja
150854,-,Ja
150855,-,Ja
150856,-,Ja
150857,-,Ja
150858,C,Nein
150859,-,Ja
150860,-,Ja
150861,-,Ja
150862,-,Ja
150863,C,Ja
150864,C,Ja
150865,C,Ja
150866,-,Ja
150867,-,Ja
150868,-,Ja
150869,-,Ja
150870,C,Nein
150871,C,Ja
150872,-,Ja
150873,-,Ja
150874,C,Ja
150875,C,Nein
150876,-,Ja
150877,C,Ja
150878,-,Ja
150879,-,Ja
150880,C,Nein
150881,C,Nein
150882,C,Ja
150883,C,Ja
150884,-,Ja
150885,-,Ja
150886,C,Ja
150887,-,Ja
150888,-,Ja
150889,-,Ja
150890,C,Ja
150891,-,Ja
150892,C,Ja
150893,-,Ja
150894,-,Ja
150895,-,Ja
150896,-,Ja
150897,-,Ja
150898,-,Ja
150899,-,Ja
150900,-,Ja
150901,-,Ja
150902,-,Ja
150903,C,Ja
150904,-,Ja
150905,-,Ja
150906,-,Ja
150907,-,Ja
150908,C,Nein
150909,C,Nein
150910,-,Ja
150911,C,Ja
150912,-,Ja
150913,C,Nein
150914,C,Nein
150915,-,Ja
150916,C,Nein
150917,C,Ja
150918,-,Ja
150919,-,Ja
150920,C,Nein
150921,-,Ja
150922,C,Ja
150923,-,Ja
150924,A,Nein
150925,C,Ja
150926,-,Ja
150927,-,Ja
150928,C,Nein
150929,-,Ja
150930,-,Ja
150931,C,Ja
150932,-,Ja
150933,-,Ja
150934,-,Ja
150935,C,Ja
150936,-,Ja
150937,C,Ja
150938,C,Nein
150939,-,Ja
150940,-,Ja
150941,C,Ja
150942,C,Nein
150943,B,Nein
150944,-,Ja
150945,-,Ja
150946,-,Ja
150947,-,Ja
150948,C,Nein
150949,-,Ja
150950,C,Ja
150951,-,Ja
150952,C,Ja
150953,-,Ja
150954,-,Ja
150955,-,Ja
150956,-,Ja
150957,C,Nein
150958,C,Ja
150959,-,Ja
150960,-,Ja
150961,C,Nein
150962,C,Nein
150963,-,Ja
150964,C,Nein
150965,-,Ja
150966,-,Ja
150967,C,Nein
150968,C,Ja
150969,-,Ja
150970,-,Ja
150971,-,Ja
150972,C,Ja
150973,B,Nein
150974,-,Ja
150975,-,Ja
150976,C,Ja
150977,-,Ja
150978,-,Ja
150979,C,Nein
150980,-,Ja
150981,-,Ja
150982,-,Ja
150983,-,Ja
150984,-,Ja
150985,C,Nein
150986,-,Ja
150987,-,Ja
150988,-,Ja
150989,C,Nein
150990,-,Ja
150991,-,Ja
150992,-,Ja
150993,-,Ja
150994,-,Ja
150995,C,Nein
150996,-,Ja
150997,-,Ja
150998,-,Ja
150999,C,Ja
151000,-,Ja
151001,-,Ja
151002,-,Ja
151003,-,Ja
151004,-,Ja
151005,C,Ja
151006,-,Ja
151007,C,Nein
151008,-,Ja
151009,B,Nein
151010,C,Ja
151011,-,Ja
151012,-,Ja
151013,B,Nein
151014,-,Ja
151015,C,Nein
151016,B,Nein
151017,C,Nein
151018,C,Nein
151019,B,Nein
151020,C,Nein
151021,B,Nein
151022,C,Nein
151023,B,Nein
151024,C,Nein
151025,C,Nein
151026,C,Nein
151027,C,Nein
151028,C,Nein
151029,-,Ja
151030,C,Nein
151031,C,Nein
151032,C,Nein
151033,C,Nein
151034,C,Nein
151035,C,Nein
151036,C,Nein
151037,B,Nein
151038,C,Nein
151039,C,Nein
151040,C,Nein
151041,B,Nein
151042,C,Nein
151043,C,Nein
151044,C,Nein
151045,C,Nein
151046,C,Nein
151047,C,Ja
151048,B,Nein
151049,C,Ja
151050,B,Nein
151051,C,Nein
151052,C,Nein
151053,C,Nein
151054,-,Ja
151055,C,Nein
151056,C,Nein
151057,-,Ja
151058,C,Nein
151059,C,Nein
151060,C,Nein
151061,B,Nein
151062,-,Ja
151063,C,Nein
151064,C,Nein
151065,-,Ja
151066,-,Ja
151067,C,Ja
151068,C,Ja
151069,-,Ja
151070,-,Ja
151071,-,Ja
151072,-,Ja
151073,-,Ja
151074,B,Nein
151075,-,Ja
151076,C,Ja
151077,C,Ja
151078,B,Nein
151079,C,Ja
151080,C,Nein
151081,-,Ja
151082,-,Ja
151083,A,Nein
151084,-,Ja
151085,-,Ja
151086,C,Ja
151087,C,Nein
151088,-,Ja
151089,-,Ja
151090,-,Ja
151091,-,Ja
151092,C,Nein
151093,-,Ja
151094,-,Ja
151095,-,Ja
151096,-,Ja
151097,-,Ja
151098,-,Ja
151099,-,Ja
151100,C,Nein
151101,C,Ja
151102,-,Ja
151103,-,Ja
151104,C,Nein
151105,C,Nein
151106,-,Ja
151107,-,Ja
151108,B,Nein
151109,C,Ja
151110,C,Ja
151111,-,Ja
151112,C,Ja
151113,C,Ja
151114,C,Ja
151115,-,Ja
151116,-,Ja
151117,-,Ja
151118,-,Ja
151119,-,Ja
151120,C,Ja
151121,C,Nein
151122,C,Ja
151123,-,Ja
151124,-,Ja
151125,-,Ja
151126,-,Ja
151127,-,Ja
151128,C,Nein
151129,-,Nein
151130,C,Nein
151131,-,Ja
151132,-,Ja
151133,-,Ja
151134,C,Nein
151135,-,Ja
151136,C,Ja
151137,-,Ja
151138,-,Ja
151139,-,Ja
151140,-,Ja
151141,C,Nein
151142,C,Ja
151143,C,Ja
151144,C,Ja
151145,-,Ja
151146,-,Ja
151147,C,Nein
151148,C,Ja
151149,C,Ja
151150,-,Ja
151151,-,Ja
151152,C,Ja
151153,-,Ja
151154,-,Ja
151155,C,Ja
151156,-,Ja
151157,C,Ja
151158,-,Ja
151159,-,Ja
151160,B,Nein
151161,-,Ja
151162,C,Ja
151163,-,Ja
151164,C,Nein
151165,C,Ja
151166,C,Ja
151167,-,Ja
151168,C,Ja
151169,C,Ja
151170,-,Ja
151171,C,Ja
151172,C,Ja
151173,B,Nein
151174,A,Nein
151175,-,Ja
151176,C,Nein
151177,-,Ja
151178,-,Ja
151179,C,Nein
151180,C,Ja
151181,C,Ja
151182,C,Nein
151183,C,Ja
151184,-,Ja
151185,-,Ja
151186,-,Ja
151187,C,Nein
151188,-,Ja
151189,A,Nein
151190,-,Ja
151191,B,Nein
151192,C,Ja
151193,C,Ja
151194,C,Ja
151195,B,Nein
151196,C,Nein
151197,C,Ja
151198,-,Ja
151199,B,Nein
151200,C,Nein
151201,-,Ja
151202,-,Ja
151203,C,Ja
151204,-,Ja
151205,C,Ja
151206,C,Ja
151207,C,Nein
151208,-,Ja
151209,-,Ja
151210,-,Ja
151211,-,Ja
151212,-,Ja
151213,C,Ja
151214,C,Nein
151215,-,Ja
151216,C,Ja
151217,C,Ja
151218,-,Ja
151219,-,Ja
151220,-,Ja
151221,C,Ja
151222,-,Ja
151223,-,Ja
151224,-,Ja
151225,-,Ja
151226,C,Nein
151227,-,Ja
151228,C,Ja
151229,C,Ja
151230,C,Nein
151231,C,Ja
151232,-,Ja
151233,-,Ja
151234,C,Ja
151235,C,Ja
151236,-,Ja
151237,-,Ja
151238,C,Nein
151239,C,Nein
151240,C,Ja
151241,C,Nein
151242,B,Nein
151243,-,Ja
151244,C,Ja
151245,C,Ja
151246,C,Ja
151247,-,Ja
151248,-,Ja
151249,-,Ja
151250,C,Ja
151251,C,Nein
151252,-,Ja
151253,C,Ja
151254,C,Ja
151255,-,Ja
151256,-,Ja
151257,-,Ja
151258,-,Ja
151259,-,Ja
151260,B,Nein
151261,C,Nein
151262,-,Ja
151263,-,Ja
151264,C,Ja
151265,C,Ja
151266,-,Ja
151267,-,Ja
151268,-,Ja
151269,-,Ja
151270,-,Ja
151271,-,Ja
151272,-,Ja
151273,-,Ja
151274,C,Nein
151275,-,Ja
151276,-,Ja
151277,-,Ja
151278,-,Ja
151279,-,Ja
151280,-,Ja
151281,-,Ja
151282,-,Ja
151283,-,Ja
151284,-,Ja
151285,-,Ja
151286,-,Ja
151287,-,Ja
151288,C,Nein
151289,-,Ja
151290,-,Ja
151291,C,Ja
151292,-,Ja
151293,C,Ja
151294,-,Ja
151295,-,Ja
151296,-,Ja
151297,-,Ja
151298,C,Nein
151299,-,Ja
151300,-,Ja
151301,-,Ja
151302,-,Ja
151303,-,Ja
151304,-,Ja
151305,-,Ja
151306,-,Ja
151307,-,Ja
151308,B,Nein
151309,-,Ja
151310,-,Ja
151311,-,Ja
151312,-,Ja
151313,C,Nein
151314,-,Ja
151315,C,Nein
151316,C,Ja
151317,C,Nein
151318,C,Ja
151319,C,Nein
151320,-,Ja
151321,C,Ja
151322,C,Ja
151323,-,Ja
151324,-,Ja
151325,-,Ja
151326,-,Ja
151327,-,Ja
151328,C,Ja
151329,-,Ja
151330,-,Ja
151331,C,Ja
151332,-,Ja
151333,-,Ja
151334,-,Ja
151335,-,Ja
151336,-,Ja
151337,C,Nein
151338,-,Ja
151339,-,Ja
151340,C,Nein
151341,-,Ja
151342,-,Ja
151343,-,Ja
151344,-,Ja
151345,-,Ja
151346,A,Nein
151347,-,Ja
151348,-,Ja
151349,-,Ja
151350,-,Ja
151351,C,Ja
151352,-,Ja
151353,-,Ja
151354,C,Nein
151355,-,Ja
151356,-,Ja
151357,-,Ja
151358,-,Ja
151359,-,Ja
151360,-,Ja
151361,-,Ja
151362,C,Ja
151363,-,Ja
151364,-,Ja
151365,-,Ja
151366,-,Ja
151367,-,Ja
151368,-,Ja
151369,-,Ja
151370,-,Ja
151371,-,Ja
151372,-,Ja
151373,A,Nein
151374,-,Ja
151375,-,Ja
151376,-,Ja
151377,-,Ja
151378,-,Ja
151379,-,Ja
151380,-,Ja
151381,-,Ja
151382,-,Ja
151383,-,Ja
151384,-,Ja
151385,-,Ja
151386,-,Ja
151387,C,Ja
151388,C,Nein
151389,-,Ja
151390,C,Ja
151391,-,Ja
151392,-,Ja
151393,-,Ja
151394,-,Ja
151395,-,Ja
151396,-,Ja
151397,-,Ja
151398,-,Ja
151399,C,Ja
151400,-,Ja
151401,C,Ja
151402,-,Ja
151403,-,Ja
151404,-,Ja
151405,-,Ja
151406,-,Ja
151407,-,Ja
151408,-,Ja
151409,-,Ja
151410,B,Nein
151411,-,Ja
151412,-,Ja
151413,C,Ja
151414,C,Ja
151415,-,Ja
151416,-,Ja
151417,-,Ja
151418,-,Ja
151419,-,Ja
151420,-,Ja
151421,-,Ja
151422,-,Ja
151423,-,Ja
151424,C,Nein
151425,-,Ja
151426,-,Ja
151427,-,Ja
151428,-,Ja
151429,C,Ja
151430,-,Ja
151431,-,Ja
151432,C,Ja
151433,-,Ja
151434,-,Ja
151435,-,Ja
151436,-,Ja
151437,C,Nein
151438,-,Ja
151439,B,Nein
151440,-,Ja
151441,-,Ja
151442,-,Ja
151443,-,Ja
151444,-,Ja
151445,-,Ja
151446,-,Ja
151447,-,Ja
151448,-,Ja
151449,C,Ja
151450,-,Ja
151451,A,Nein
151452,-,Ja
151453,-,Ja
151454,-,Ja
151455,-,Ja
151456,-,Ja
151457,A,Nein
151458,-,Ja
151459,-,Ja
151460,-,Ja
151461,-,Ja
151462,-,Ja
151463,-,Ja
151464,-,Ja
151465,-,Ja
151466,C,Ja
151467,-,Ja
151468,-,Ja
151469,-,Ja
151470,-,Ja
151471,-,Ja
151472,-,Ja
151473,B,Nein
151474,-,Ja
151475,-,Ja
151476,-,Ja
151477,-,Ja
151478,C,Ja
151479,-,Ja
151480,-,Ja
151481,-,Ja
151482,-,Ja
151483,-,Ja
151484,B,Nein
151485,-,Ja
151486,-,Ja
151487,-,Ja
151488,C,Ja
151489,-,Ja
151490,-,Ja
151491,-,Ja
151492,-,Ja
151493,-,Ja
151494,-,Ja
151495,-,Ja
151496,-,Ja
151497,-,Ja
151498,-,Ja
151499,-,Ja
151500,-,Ja
151501,-,Ja
151502,-,Ja
151503,-,Ja
151504,C,Nein
151505,-,Ja
151506,-,Ja
151507,-,Ja
151508,-,Ja
151509,-,Ja
151510,-,Ja
151511,C,Ja
151512,-,Ja
151513,-,Ja
151514,-,Ja
151515,-,Ja
151516,-,Ja
151517,-,Ja
151518,-,Ja
151519,-,Ja
151520,-,Ja
151521,-,Ja
151522,-,Ja
151523,-,Ja
151524,-,Ja
151525,-,Ja
151526,-,Ja
151527,-,Ja
151528,-,Ja
151529,-,Ja
151530,-,Ja
151531,C,Ja
151532,-,Ja
151533,-,Ja
151534,-,Ja
151535,-,Ja
151536,-,Ja
151537,-,Ja
151538,-,Ja
151539,C,Nein
151540,-,Ja
151541,-,Ja
151542,-,Ja
151543,-,Ja
151544,-,Ja
151545,-,Ja
151546,-,Ja
151547,-,Ja
151548,C,Ja
151549,C,Nein
151550,-,Ja
151551,-,Ja
151552,-,Ja
151553,-,Ja
151554,B,Nein
151555,-,Ja
151556,-,Ja
151557,-,Ja
151558,-,Ja
151559,C,Ja
151560,-,Ja
151561,C,Nein
151562,-,Ja
151563,-,Ja
151564,-,Ja
151565,-,Ja
151566,C,Nein
151567,-,Ja
151568,-,Ja
151569,C,Ja
151570,-,Ja
151571,-,Ja
151572,-,Ja
151573,-,Ja
151574,-,Ja
151575,-,Ja
151576,-,Ja
151577,-,Ja
151578,C,Ja
151579,-,Ja
151580,-,Ja
151581,-,Ja
151582,C,Ja
151583,-,Ja
151584,-,Ja
151585,-,Ja
151586,-,Ja
151587,C,Ja
151588,-,Ja
151589,-,Ja
151590,-,Ja
151591,-,Ja
151592,-,Ja
151593,-,Ja
151594,-,Ja
